alpha,p,x_bar,x2_sided_lower,x2_sided_upper,assay,xponent_id
0.05,0.99,92.88690916804627,61.170919756461196,124.60289857963136,THBS2,Standard4
0.05,0.99,89.27482111208548,39.28677652527636,139.2628656988946,TNC,Standard4
0.05,0.99,93.72643054145381,71.52599690146806,115.92686418143956,WFDC2,Standard4
0.05,0.99,98.15428403904149,71.77252825157287,124.5360398265101,cMET,Standard4
0.05,0.99,98.98085560895409,67.70619190103436,130.2555193168738,uPAR,Standard4
0.05,0.99,94.12544683429594,60.98291837357829,127.2679752950136,AFP,Standard5
0.05,0.99,97.94060239742299,78.46881537418832,117.41238942065766,CA15-3,Standard5
0.05,0.99,102.95598278746866,18.30673524959579,187.60523032534152,CCL20,Standard5
0.05,0.99,95.34195991394483,66.07928828916384,124.60463153872583,EGF,Standard5
0.05,0.99,94.38811241622157,32.55139631052296,156.2248285219202,FLT3L,Standard5
0.05,0.99,92.41776446669452,63.72832565013856,121.10720328325048,HGF,Standard5
0.05,0.99,94.24520291961686,63.330856498531375,125.15954934070234,IL-1 R2,Standard5
0.05,0.99,97.52864477394937,68.1350225453755,126.92226700252323,IL-6,Standard5
0.05,0.99,96.71422258591164,58.522285613992864,134.90615955783042,IL-8,Standard5
0.05,0.99,94.87660604916454,52.20402269594545,137.54918940238363,KLK3,Standard5
0.05,0.99,88.94932847399585,56.12977466640555,121.76888228158614,MUC-16,Standard5
0.05,0.99,91.7336848897739,51.83777059475997,131.62959918478782,OPN,Standard5
0.05,0.99,90.89781155373844,48.992503043093315,132.80312006438356,CEA,Standard5
0.05,0.99,89.43945816835601,46.232469810880495,132.64644652583152,IL-6Ra,Standard5
0.05,0.99,72.7084901041545,37.6204001494077,107.79658005890131,MIF,Standard5
0.05,0.99,87.20016803915713,43.803213769923126,130.59712230839114,THBS2,Standard5
0.05,0.99,76.74779089047836,26.406636639394463,127.08894514156225,TNC,Standard5
0.05,0.99,90.23943950015193,65.04148707071349,115.43739192959038,WFDC2,Standard5
0.05,0.99,95.58279395087295,64.47879686422387,126.68679103752204,cMET,Standard5
0.05,0.99,91.77764068235199,47.52681488954252,136.02846647516145,uPAR,Standard5
0.05,0.99,101.75287722607888,38.27098426519358,165.23477018696417,AFP,Standard6
0.05,0.99,100.9670074644347,44.87765532350121,157.0563596053682,CA15-3,Standard6
0.05,0.99,100.17841373861552,95.72948462904246,104.62734284818858,CCL20,Standard6
0.05,0.99,101.40161120361734,41.1988017275503,161.60442067968438,EGF,Standard6
0.05,0.99,101.3490182168762,82.46425231117267,120.23378412257973,FLT3L,Standard6
0.05,0.99,102.04993217089776,35.70929637710363,168.3905679646919,HGF,Standard6
0.05,0.99,101.64470353627233,38.7190588449659,164.57034822757876,IL-1 R2,Standard6
0.05,0.99,100.82891468214822,53.118602926427045,148.5392264378694,IL-6,Standard6
0.05,0.99,101.06172800314499,52.03667470496004,150.08678130132995,IL-8,Standard6
0.05,0.99,101.53839786740312,47.22386652362788,155.85292921117835,KLK3,Standard6
0.05,0.99,102.74966777025399,81.39584513550638,124.10349040500161,MUC-16,Standard6
0.05,0.99,102.56097918345363,22.248645226190348,182.8733131407169,OPN,Standard6
0.05,0.99,102.25221250224203,71.59211393947795,132.91231106500612,CEA,Standard6
0.05,0.99,103.05292261609215,26.88061591032877,179.22522932185552,IL-6Ra,Standard6
0.05,0.99,108.39323435414893,-42.44098569631812,259.22745440461597,MIF,Standard6
0.05,0.99,104.17982867620609,44.4841077523775,163.87554960003467,THBS2,Standard6
0.05,0.99,106.3333792306849,44.460724426798876,168.2060340345709,TNC,Standard6
0.05,0.99,102.78790048549301,21.335472868215874,184.24032810277015,WFDC2,Standard6
0.05,0.99,101.23704171792122,51.98428315807375,150.48980027776867,cMET,Standard6
0.05,0.99,102.08791989464966,73.88154264785719,130.29429714144214,uPAR,Standard6
