...1,xponent_id,sample_type,well_id,well_row,well_column,assay,dilution_factor,conc_units,standard_expected_concentration,bead_count,median_mfi,avg_median_mfi,pct_cv_median_mfi,net_mfi,avg_net_mfi,calc_conc,avg_conc,conc_pct_cv,pct_recovery,Control1_control_expected_concentration,Control2_control_expected_concentration,Control1_control_range_low,Control2_control_range_low,Control1_control_range_high,Control2_control_range_high,calc_conc_truncated,avg_conc_truncated,calc_conc_standards_min,calc_conc_standards_max,calc_conc_min_truncated,calc_conc_max_truncated,avg_conc_standards_min,avg_conc_standards_max,avg_conc_min_truncated,avg_conc_max_truncated,conc_pct_cv_truncated,kit_lot,instrument_serial,computer_name,run_date,file_name,xponent_comments,FN_comments,panel
264,Assay Buffer,sample,B9,B,9,CXCL8,1,pg/mL,NA,42,84.5,88.04545454545455,8.141199719873535,-0.8728070175438524,-0.537878787878783,0.202384887598311,0.202384887598311,NA,NA,NA,NA,NA,NA,NA,NA,2.20101841583123,NA,2.20101841583123,2586.84834558087,TRUE,FALSE,2.33528421601749,2403.88562939985,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,Extrapolated,;;calc_conc truncated  at standard min;;;;,panel_1
528,Assay Buffer,sample,B9,B,9,FLT3LG,1,pg/mL,NA,38,54.5,54.61742424242424,10.368259439284897,2.691860465116283,2.70075757575757,5.29296875,5.29296875,NA,NA,NA,NA,NA,NA,NA,NA,5.29296875,NA,4.46357245460317,7605.7011040284,FALSE,FALSE,5.35668030250883,5774.87873637517,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
792,Assay Buffer,sample,B9,B,9,IL1R2,1,pg/mL,NA,41,62,61.60227272727273,10.462168703153464,3.2261904761904736,3.2689393939394,28.212890625,28.212890625,NA,NA,NA,NA,NA,NA,NA,NA,28.212890625,NA,24.0906038491738,32700.783965876,FALSE,FALSE,28.6273833056833,29018.2543536449,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1188,Assay Buffer,sample,B9,B,9,MUC16,1,U/mL,NA,38,53,49.28409090909091,13.951198852646945,5.206140350877193,5.28409090909091,1.34672151527471,1.34672151527471,NA,NA,NA,NA,NA,NA,NA,NA,14.1529789025353,NA,14.1529789025353,17364.6698914781,TRUE,FALSE,15.8144548044881,16010.1405819246,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,Extrapolated,;;calc_conc truncated  at standard min;;;;,panel_1
1596,Background0,background,M1,M,1,CXCL8,NA,pg/mL,NA,43,98,88.58333333333333,9.1391692878275,8.289719460643127e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20101841583123,2586.84834558087,FALSE,FALSE,2.33528421601749,2403.88562939985,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1608,Background0,background,M1,M,1,FLT3LG,NA,pg/mL,NA,55,51,51.91666666666666,7.470353950703109,6.087759058433691e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46357245460317,7605.7011040284,FALSE,FALSE,5.35668030250883,5774.87873637517,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1620,Background0,background,M1,M,1,IL1R2,NA,pg/mL,NA,42,67,58.333333333333336,8.23333195626417,-5.292207644336244e-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0906038491738,32700.783965876,FALSE,FALSE,28.6273833056833,29018.2543536449,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1639,Background0,background,M2,M,2,MUC16,NA,U/mL,NA,42,48,44,15.431131997061778,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1529789025353,17364.6698914781,FALSE,FALSE,15.8144548044881,16010.1405819246,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1668,Beta Std1,sample,A3,A,3,CXCL8,1,pg/mL,NA,51,52115,52276.66666666666,1.291871235102974,52091.2166666667,52188.0833333333,2385.10195168758,2409.61845274633,3.76036146915184,NA,NA,NA,NA,NA,NA,NA,2385.10195168758,2403.88562939985,2.20101841583123,2586.84834558087,FALSE,FALSE,2.33528421601749,2403.88562939985,FALSE,TRUE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,Extrapolated,;;;;avg_conc truncated  at standard max;;,panel_1
1680,Beta Std1,sample,A3,A,3,FLT3LG,1,pg/mL,NA,70,67652.5,68437.25,1.9755956489415645,68385.3333333333,68385.3333333333,3548.15908851279,3589.43599100488,1.97874941007623,NA,NA,NA,NA,NA,NA,NA,3548.15908851279,3589.43599100488,4.46357245460317,7605.7011040284,FALSE,FALSE,5.35668030250883,5774.87873637517,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1692,Beta Std1,sample,A3,A,3,IL1R2,1,pg/mL,NA,52,32263.5,32959.166666666664,1.860050263415881,32871.6666666667,32900.8333333333,30502.8037724878,32671.2040412467,5.81781632686861,NA,NA,NA,NA,NA,NA,NA,30502.8037724878,29018.2543536449,24.0906038491738,32700.783965876,FALSE,FALSE,28.6273833056833,29018.2543536449,FALSE,TRUE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,Extrapolated,;;;;avg_conc truncated  at standard max;;,panel_1
1710,Beta Std1,sample,A3,A,3,MUC16,1,U/mL,NA,59,45425,46436.083333333336,1.716426910106083,46234.5,46392.0833333333,18649.2701144837,19409.988449304,3.10838710373541,NA,NA,NA,NA,NA,NA,NA,17364.6698914781,16010.1405819246,14.1529789025353,17364.6698914781,FALSE,TRUE,15.8144548044881,16010.1405819246,FALSE,TRUE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,Extrapolated,calc_conc truncated  at standard max;;;avg_conc truncated  at standard max;;,panel_1
1740,Beta Std2,sample,C3,C,3,CXCL8,1,pg/mL,NA,46,24408,23419.916666666668,8.683658854804062,23867.316666666702,23331.3333333333,594.997951267764,565.055308046069,11.4291314357933,NA,NA,NA,NA,NA,NA,NA,594.997951267764,565.055308046069,2.20101841583123,2586.84834558087,FALSE,FALSE,2.33528421601749,2403.88562939985,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1752,Beta Std2,sample,C3,C,3,FLT3LG,1,pg/mL,NA,62,13898,13823.583333333334,16.414703413569615,13771.666666666633,13771.6666666667,834.114210355451,829.295617992882,14.8455275033475,NA,NA,NA,NA,NA,NA,NA,834.114210355451,829.295617992882,4.46357245460317,7605.7011040284,FALSE,FALSE,5.35668030250883,5774.87873637517,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1764,Beta Std2,sample,C3,C,3,IL1R2,1,pg/mL,NA,52,16067,15779.666666666666,2.592085505744456,15721.333333333367,15721.3333333333,7800.03511821296,7603.54943998306,3.69564229456347,NA,NA,NA,NA,NA,NA,NA,7800.03511821296,7603.54943998306,24.0906038491738,32700.783965876,FALSE,FALSE,28.6273833056833,29018.2543536449,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1782,Beta Std2,sample,C3,C,3,MUC16,1,U/mL,NA,40,16081.5,16196.083333333334,3.1091931557953374,15956.5,16152.0833333333,4676.05439676867,4713.90711390595,3.48739096145456,NA,NA,NA,NA,NA,NA,NA,4676.05439676867,4713.90711390595,14.1529789025353,17364.6698914781,FALSE,FALSE,15.8144548044881,16010.1405819246,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1812,Beta Std3,sample,E3,E,3,CXCL8,1,pg/mL,NA,38,7953,7148.916666666667,9.446072057102327,7121.91666666667,7060.33333333333,163.372403723012,146.102540347531,9.92943964027089,NA,NA,NA,NA,NA,NA,NA,163.372403723012,146.102540347531,2.20101841583123,2586.84834558087,FALSE,FALSE,2.33528421601749,2403.88562939985,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1824,Beta Std3,sample,E3,E,3,FLT3LG,1,pg/mL,NA,50,3404,3093.333333333333,16.708098367417257,3041.4166666666633,3041.41666666667,229.931059935668,210.23314038054,15.4883190909137,NA,NA,NA,NA,NA,NA,NA,229.931059935668,210.23314038054,4.46357245460317,7605.7011040284,FALSE,FALSE,5.35668030250883,5774.87873637517,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1836,Beta Std3,sample,E3,E,3,IL1R2,1,pg/mL,NA,58,5304,5073.5,3.2588575612700588,5035.066666666669,5015.16666666667,2031.90412257366,1936.29242569659,3.53456022260522,NA,NA,NA,NA,NA,NA,NA,2031.90412257366,1936.29242569659,24.0906038491738,32700.783965876,FALSE,FALSE,28.6273833056833,29018.2543536449,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1854,Beta Std3,sample,E3,E,3,MUC16,1,U/mL,NA,43,4480,4311.833333333333,4.700036894119643,4267.833333333333,4267.83333333333,1233.12945577824,1186.67321146239,4.7165812392772,NA,NA,NA,NA,NA,NA,NA,1233.12945577824,1186.67321146239,14.1529789025353,17364.6698914781,FALSE,FALSE,15.8144548044881,16010.1405819246,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1884,Beta Std4,sample,G3,G,3,CXCL8,1,pg/mL,NA,39,1744,1857.6666666666667,7.985215631180176,1808.2166666666699,1769.08333333333,34.2231744634938,36.5236260508855,8.21999963197496,NA,NA,NA,NA,NA,NA,NA,34.2231744634938,36.5236260508855,2.20101841583123,2586.84834558087,FALSE,FALSE,2.33528421601749,2403.88562939985,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1896,Beta Std4,sample,G3,G,3,FLT3LG,1,pg/mL,NA,43,656,708.25,17.851058106339135,656.333333333333,656.333333333333,47.8531541315018,51.6060876647627,17.6853949608306,NA,NA,NA,NA,NA,NA,NA,47.8531541315018,51.6060876647627,4.46357245460317,7605.7011040284,FALSE,FALSE,5.35668030250883,5774.87873637517,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1908,Beta Std4,sample,G3,G,3,IL1R2,1,pg/mL,NA,36,1380.5,1341.25,4.59261870332305,1282.91666666667,1282.91666666667,494.409171868704,479.794018077245,4.78226944930525,NA,NA,NA,NA,NA,NA,NA,494.409171868704,479.794018077245,24.0906038491738,32700.783965876,FALSE,FALSE,28.6273833056833,29018.2543536449,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1926,Beta Std4,sample,G3,G,3,MUC16,1,U/mL,NA,39,1147,1058.75,6.38084514645339,1017.7,1014.75,314.613892098604,290.031383267861,6.49477948348144,NA,NA,NA,NA,NA,NA,NA,314.613892098604,290.031383267861,14.1529789025353,17364.6698914781,FALSE,FALSE,15.8144548044881,16010.1405819246,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1956,Beta Std5,sample,I3,I,3,CXCL8,1,pg/mL,NA,45,542,513.3333333333334,9.54300260053583,424.75000000000034,424.75,9.7915862816054,9.20114714446203,10.9614931726785,NA,NA,NA,NA,NA,NA,NA,9.7915862816054,9.20114714446203,2.20101841583123,2586.84834558087,FALSE,FALSE,2.33528421601749,2403.88562939985,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1968,Beta Std5,sample,I3,I,3,FLT3LG,1,pg/mL,NA,52,244.5,206.66666666666663,15.10240796451821,154.74999999999966,154.75,16.2558822027164,13.0975138100874,19.9502337750367,NA,NA,NA,NA,NA,NA,NA,16.2558822027164,13.0975138100874,4.46357245460317,7605.7011040284,FALSE,FALSE,5.35668030250883,5774.87873637517,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1980,Beta Std5,sample,I3,I,3,IL1R2,1,pg/mL,NA,39,380,368.1666666666667,3.8197248609465606,310.666666666667,309.833333333333,121.838555897693,117.383387540471,4.51110281126583,NA,NA,NA,NA,NA,NA,NA,121.838555897693,117.383387540471,24.0906038491738,32700.783965876,FALSE,FALSE,28.6273833056833,29018.2543536449,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
1998,Beta Std5,sample,I3,I,3,MUC16,1,U/mL,NA,36,309.5,284.9166666666667,4.901690039217037,248.5,240.916666666667,78.1489167382417,71.0048465015921,5.71893085001716,NA,NA,NA,NA,NA,NA,NA,78.1489167382417,71.0048465015921,14.1529789025353,17364.6698914781,FALSE,FALSE,15.8144548044881,16010.1405819246,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
2028,Beta Std6,sample,K3,K,3,CXCL8,1,pg/mL,NA,46,177.5,189.83333333333331,5.808109300733453,99.21666666666682,101.25,2.21163202118201,2.47286624031501,9.43838990681173,NA,NA,NA,NA,NA,NA,NA,2.21163202118201,2.47286624031501,2.20101841583123,2586.84834558087,FALSE,FALSE,2.33528421601749,2403.88562939985,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,Extrapolated,;;;;;;,panel_1
2040,Beta Std6,sample,K3,K,3,FLT3LG,1,pg/mL,NA,51,84,90.75,5.495850507785126,38.8333333333333,38.8333333333333,2.13922192326861,2.80776417738793,17.4844295690656,NA,NA,NA,NA,NA,NA,NA,4.46357245460317,5.35668030250883,4.46357245460317,7605.7011040284,TRUE,FALSE,5.35668030250883,5774.87873637517,TRUE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,Extrapolated,;;calc_conc truncated  at standard min;;;avg_conc truncated  at standard min;,panel_1
2052,Beta Std6,sample,K3,K,3,IL1R2,1,pg/mL,NA,55,145,143.41666666666666,6.273161191573999,85.08333333333337,85.0833333333333,32.3045528495339,31.6826471297706,11.0857628683851,NA,NA,NA,NA,NA,NA,NA,32.3045528495339,31.6826471297706,24.0906038491738,32700.783965876,FALSE,FALSE,28.6273833056833,29018.2543536449,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
2072,Beta Std6,sample,K11,K,11,MUC16,1,U/mL,NA,47,109,111.83333333333331,6.9589796501653725,65.33333333333333,67.8333333333333,18.8993637196382,19.7579099821089,11.9764999683154,NA,NA,NA,NA,NA,NA,NA,18.8993637196382,19.7579099821089,14.1529789025353,17364.6698914781,FALSE,FALSE,15.8144548044881,16010.1405819246,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
2100,Blank,blank,O1,O,1,CXCL8,1,pg/mL,NA,36,99.5,84.08333333333333,9.569340707530994,-4.499999999999982,-4.5,0.534770830491803,0.191603840421574,93.7038975326722,NA,NA,NA,NA,NA,NA,NA,2.20101841583123,2.33528421601749,2.20101841583123,2586.84834558087,TRUE,FALSE,2.33528421601749,2403.88562939985,TRUE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,Extrapolated,;;calc_conc truncated  at standard min;;;avg_conc truncated  at standard min;,panel_1
2112,Blank,blank,O1,O,1,FLT3LG,1,pg/mL,NA,45,53,53.833333333333336,4.343201960804997,1.9166666666666727,1.91666666666667,5.29296875,5.29296875,0,NA,NA,NA,NA,NA,NA,NA,5.29296875,5.35668030250883,4.46357245460317,7605.7011040284,FALSE,FALSE,5.35668030250883,5774.87873637517,TRUE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;avg_conc truncated  at standard min;,panel_1
2124,Blank,blank,O1,O,1,IL1R2,1,pg/mL,NA,49,61,62.41666666666666,7.17243045050109,4.083333333333333,4.08333333333333,28.212890625,28.212890625,NA,NA,NA,NA,NA,NA,NA,NA,28.212890625,NA,24.0906038491738,32700.783965876,FALSE,FALSE,28.6273833056833,29018.2543536449,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
2143,Blank,blank,O2,O,2,MUC16,1,U/mL,NA,54,49.5,49.75,7.778401033523356,5.875,5.75,0.143412413855562,0.143412413855562,NA,NA,NA,NA,NA,NA,NA,NA,14.1529789025353,NA,14.1529789025353,17364.6698914781,TRUE,FALSE,15.8144548044881,16010.1405819246,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,Extrapolated,;;calc_conc truncated  at standard min;;;;,panel_1
2168,CEA1,sample,B5,B,5,CXCL8,2,pg/mL,NA,37,475,497.75,8.525807838558826,409.166666666667,409.166666666667,16.8251766736888,17.7613425755283,9.83569839371943,NA,NA,NA,NA,NA,NA,NA,16.8251766736888,17.7613425755283,2.20101841583123,2586.84834558087,FALSE,FALSE,2.33528421601749,2403.88562939985,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
2176,CEA1,sample,B5,B,5,FLT3LG,2,pg/mL,NA,52,927,1012.25,10.735905883411286,960.3333333333316,960.333333333333,134.744496400689,146.707916523867,10.404435936642,NA,NA,NA,NA,NA,NA,NA,134.744496400689,146.707916523867,4.46357245460317,7605.7011040284,FALSE,FALSE,5.35668030250883,5774.87873637517,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
2184,CEA1,sample,B5,B,5,IL1R2,2,pg/mL,NA,47,7504,7450.5,1.826375705765996,7392.16666666667,7392.16666666667,5980.17175479554,5931.79239697428,2.08096969958839,NA,NA,NA,NA,NA,NA,NA,5980.17175479554,5931.79239697428,24.0906038491738,32700.783965876,FALSE,FALSE,28.6273833056833,29018.2543536449,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
2196,CEA1,sample,B5,B,5,MUC16,2,U/mL,NA,42,91,99.25,9.06334426096634,55.25,55.25,26.7650529442117,31.8266589217453,17.2994677132869,NA,NA,NA,NA,NA,NA,NA,14.1529789025353,31.8266589217453,14.1529789025353,17364.6698914781,TRUE,FALSE,15.8144548044881,16010.1405819246,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,Extrapolated,;;calc_conc truncated  at standard min;;;;,panel_1
2216,CEA2,sample,D5,D,5,CXCL8,2,pg/mL,NA,49,500,505.125,3.6685855167739216,416.541666666667,416.541666666667,17.8552407626025,18.0660248752569,4.22153515677875,NA,NA,NA,NA,NA,NA,NA,17.8552407626025,18.0660248752569,2.20101841583123,2586.84834558087,FALSE,FALSE,2.33528421601749,2403.88562939985,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
2224,CEA2,sample,D5,D,5,FLT3LG,2,pg/mL,NA,49,959,988.375,7.533761889493544,936.4583333333323,936.458333333333,139.270676441115,143.383076267245,7.29708276066596,NA,NA,NA,NA,NA,NA,NA,139.270676441115,143.383076267245,4.46357245460317,7605.7011040284,FALSE,FALSE,5.35668030250883,5774.87873637517,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
2232,CEA2,sample,D5,D,5,IL1R2,2,pg/mL,NA,57,7561,7382.25,1.9207126211348524,7323.91666666667,7323.91666666667,6032.11547280367,5869.91863402305,2.18830492840476,NA,NA,NA,NA,NA,NA,NA,6032.11547280367,5869.91863402305,24.0906038491738,32700.783965876,FALSE,FALSE,28.6273833056833,29018.2543536449,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
2244,CEA2,sample,D5,D,5,MUC16,2,U/mL,NA,43,102,96.125,5.310943525789895,52.125,52.125,33.5236626165561,29.916281657271,10.4891198598152,NA,NA,NA,NA,NA,NA,NA,33.5236626165561,15.8144548044881,14.1529789025353,17364.6698914781,FALSE,FALSE,15.8144548044881,16010.1405819246,TRUE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,Extrapolated,;;;;;avg_conc truncated  at standard min;,panel_1
2264,CEA3,sample,F5,F,5,CXCL8,2,pg/mL,NA,39,95,95.625,7.186769122446774,3.91666666666667,7.04166666666667,0.871566818978516,0.898238478593748,33.6788468320415,NA,NA,NA,NA,NA,NA,NA,2.20101841583123,2.33528421601749,2.20101841583123,2586.84834558087,TRUE,FALSE,2.33528421601749,2403.88562939985,TRUE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,Extrapolated,;;calc_conc truncated  at standard min;;;avg_conc truncated  at standard min;,panel_1
2272,CEA3,sample,F5,F,5,FLT3LG,2,pg/mL,NA,37,55,52,4.154320960517859,0.08333333333333795,0.0833333333333357,5.29296875,5.29296875,0,NA,NA,NA,NA,NA,NA,NA,4.46357245460317,5.35668030250883,4.46357245460317,7605.7011040284,TRUE,FALSE,5.35668030250883,5774.87873637517,TRUE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;calc_conc truncated  at standard min;;;avg_conc truncated  at standard min;,panel_1
2280,CEA3,sample,F5,F,5,IL1R2,2,pg/mL,NA,45,61,60,9.12870929175277,1.6666666666666599,1.66666666666666,28.212890625,28.212890625,0,NA,NA,NA,NA,NA,NA,NA,24.0906038491738,28.6273833056833,24.0906038491738,32700.783965876,TRUE,FALSE,28.6273833056833,29018.2543536449,TRUE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;calc_conc truncated  at standard min;;;avg_conc truncated  at standard min;,panel_1
2292,CEA3,sample,F5,F,5,MUC16,2,U/mL,NA,49,43,47.875,7.739507075862736,4.166666666666667,3.875,15.56640625,15.56640625,NA,NA,NA,NA,NA,NA,NA,NA,14.1529789025353,NA,14.1529789025353,17364.6698914781,TRUE,FALSE,15.8144548044881,16010.1405819246,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;calc_conc truncated  at standard min;;;;,panel_1
2312,CRCP1QC1,sample,B3,B,3,CXCL8,2,pg/mL,NA,36,22735.5,23430.625,6.564903110531513,23342.0416666667,23342.0416666667,1084.03305753297,1129.1419197205,8.624426923715,NA,NA,NA,NA,NA,NA,NA,1084.03305753297,1129.1419197205,2.20101841583123,2586.84834558087,FALSE,FALSE,2.33528421601749,2403.88562939985,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
2320,CRCP1QC1,sample,B3,B,3,FLT3LG,2,pg/mL,NA,59,15340,16600.25,13.511476644504585,16548.3333333333,16548.3333333333,1825.14616266574,1960.00295255831,12.3071811457074,NA,NA,NA,NA,NA,NA,NA,1825.14616266574,1960.00295255831,4.46357245460317,7605.7011040284,FALSE,FALSE,5.35668030250883,5774.87873637517,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1
