...1,xponent_id,sample_type,well_id,well_row,well_column,assay,dilution_factor,conc_units,bead_count,median_mfi,avg_median_mfi,pct_cv_median_mfi,net_mfi,avg_net_mfi,calc_conc,avg_conc,conc_pct_cv,pct_recovery,Control1_control_expected_concentration,Control2_control_expected_concentration,Control1_control_range_low,Control2_control_range_low,Control1_control_range_high,Control2_control_range_high,calc_conc_truncated,avg_conc_truncated,calc_conc_standards_min,calc_conc_standards_max,calc_conc_min_truncated,calc_conc_max_truncated,avg_conc_standards_min,avg_conc_standards_max,avg_conc_min_truncated,avg_conc_max_truncated,conc_pct_cv_truncated,kit_lot,instrument_serial,computer_name,run_date,file_name,xponent_comments,FN_comments,panel,standard_expected_concentration,platinum_assignment,units
4012,Ref Samp - RDS-1,sample,H7,H,7,IL6,2,pg/mL,37,5388,5480,4.6617331824937,5339.5,5431.5,258.346487857634,261.929021356411,3.82706194894457,NA,NA,NA,NA,NA,NA,NA,258.346487857634,261.929021356411,2.59035149829033,3410.96457499239,FALSE,FALSE,3.24259489393185,3226.61665297081,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1,NA,NA,NA
4013,Ref Samp - RDS-1,sample,H8,H,8,IL6,2,pg/mL,35,5164,5480,4.6617331824937,5115.5,5431.5,249.511586224067,261.929021356411,3.82706194894457,NA,NA,NA,NA,NA,NA,NA,249.511586224067,261.929021356411,2.59035149829033,3410.96457499239,FALSE,FALSE,3.24259489393185,3226.61665297081,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1,NA,NA,NA
4014,Ref Samp - RDS-1,sample,H17,H,17,IL6,2,pg/mL,39,5730,5480,4.6617331824937,5681.5,5431.5,271.721513665654,261.929021356411,3.82706194894457,NA,NA,NA,NA,NA,NA,NA,271.721513665654,261.929021356411,2.59035149829033,3410.96457499239,FALSE,FALSE,3.24259489393185,3226.61665297081,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1,NA,NA,NA
4015,Ref Samp - RDS-1,sample,H18,H,18,IL6,2,pg/mL,35,5638,5480,4.6617331824937,5589.5,5431.5,268.13649767829,261.929021356411,3.82706194894457,NA,NA,NA,NA,NA,NA,NA,268.13649767829,261.929021356411,2.59035149829033,3410.96457499239,FALSE,FALSE,3.24259489393185,3226.61665297081,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1,NA,NA,NA
4016,Ref Samp - RDS-1,sample,H7,H,7,MUC1,2,U/mL,45,10498,10804.375,3.061535064032868,10043,10349.375,13.7554419582708,14.1333871026425,2.88372621465379,NA,NA,NA,NA,NA,NA,NA,13.7554419582708,14.1333871026425,0.0039833770375674,46.2968334091988,FALSE,FALSE,0.19529785658581,10.5049670562346,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1,NA,NA,NA
4017,Ref Samp - RDS-1,sample,H8,H,8,MUC1,2,U/mL,45,10700,10804.375,3.061535064032868,10245,10349.375,14.005050254406,14.1333871026425,2.88372621465379,NA,NA,NA,NA,NA,NA,NA,14.005050254406,14.1333871026425,0.0039833770375674,46.2968334091988,FALSE,FALSE,0.19529785658581,10.5049670562346,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1,NA,NA,NA
4018,Ref Samp - RDS-1,sample,H17,H,17,MUC1,2,U/mL,40,11273.5,10804.375,3.061535064032868,10818.5,10349.375,14.7112294070855,14.1333871026425,2.88372621465379,NA,NA,NA,NA,NA,NA,NA,14.7112294070855,14.1333871026425,0.0039833770375674,46.2968334091988,FALSE,FALSE,0.19529785658581,10.5049670562346,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1,NA,NA,NA
4019,Ref Samp - RDS-1,sample,H18,H,18,MUC1,2,U/mL,55,10746,10804.375,3.061535064032868,10291,10349.375,14.0618267908077,14.1333871026425,2.88372621465379,NA,NA,NA,NA,NA,NA,NA,14.0618267908077,14.1333871026425,0.0039833770375674,46.2968334091988,FALSE,FALSE,0.19529785658581,10.5049670562346,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1,NA,NA,NA
4020,Ref Samp - RDS-1,sample,H7,H,7,MUC16,2,U/mL,45,8191,8136.875,2.256258473607638,8147,8092.875,4553.19059000889,4522.23781461349,2.32507355148299,NA,NA,NA,NA,NA,NA,NA,4553.19059000889,4522.23781461349,14.1529789025353,17364.6698914781,FALSE,FALSE,15.8144548044881,16010.1405819246,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1,NA,NA,NA
4021,Ref Samp - RDS-1,sample,H8,H,8,MUC16,2,U/mL,36,7864.5,8136.875,2.256258473607638,7820.5,8092.875,4366.25001319794,4522.23781461349,2.32507355148299,NA,NA,NA,NA,NA,NA,NA,4366.25001319794,4522.23781461349,14.1529789025353,17364.6698914781,FALSE,FALSE,15.8144548044881,16010.1405819246,FALSE,FALSE,6.421750529919321,1655232,FM3DD21189021,FM3D-CL07,2022-03-18,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv,NA,;;;;;;,panel_1,NA,NA,NA
