assay,xponent_id,net_mfi,sample_type,standard_expected_concentration,units,bead_count,file_name
TNC,Blank,1.16666666666667,sample,NA,NA,47,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,Blank,1.16666666666667,sample,NA,NA,65,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,Blank,0.416666666666664,sample,NA,NA,44,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,Blank,-2.58333333333334,sample,NA,NA,36,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,Blank,-9.08333333333334,sample,NA,NA,44,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,Blank,-4.58333333333334,sample,NA,NA,59,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,Blank,-4.58333333333334,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,Blank,2.41666666666666,sample,NA,NA,72,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,Blank,-0.333333333333336,sample,NA,NA,42,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,Blank,11.6666666666667,sample,NA,NA,40,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,Blank,1.66666666666666,sample,NA,NA,44,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,Blank,-1.33333333333334,sample,NA,NA,47,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,Blank,-4.33333333333334,sample,NA,NA,60,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,Blank,-8.83333333333334,sample,NA,NA,58,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,Blank,11.25,sample,NA,NA,50,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,Blank,17.25,sample,NA,NA,37,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,Blank,-8.75,sample,NA,NA,37,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,Blank,4.25,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,Blank,-3.75,sample,NA,NA,42,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,Blank,-2.75,sample,NA,NA,49,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CEA1,3559,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CEA1,3496,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CEA1,3353,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CEA1,3310,sample,NA,NA,39,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CEA1,19499.9166666667,sample,NA,NA,83,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CEA1,19636.9166666667,sample,NA,NA,56,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CEA1,18332.9166666667,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CEA1,19408.4166666667,sample,NA,NA,52,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CEA1,30.5833333333333,sample,NA,NA,79,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CEA1,21.5833333333333,sample,NA,NA,69,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CEA1,18.5833333333333,sample,NA,NA,38,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CEA1,34.5833333333333,sample,NA,NA,65,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CEA1,1346.16666666667,sample,NA,NA,73,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CEA1,1221.66666666667,sample,NA,NA,60,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CEA1,1305.16666666667,sample,NA,NA,37,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CEA1,1218.16666666667,sample,NA,NA,67,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CEA1,2519.66666666667,sample,NA,NA,56,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CEA1,2371.16666666667,sample,NA,NA,39,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CEA1,2088.16666666667,sample,NA,NA,55,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CEA1,2384.16666666667,sample,NA,NA,79,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CEA1,330.416666666667,sample,NA,NA,63,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CEA1,296.416666666667,sample,NA,NA,49,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CEA1,322.916666666667,sample,NA,NA,54,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CEA1,288.416666666667,sample,NA,NA,57,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CEA1,11604.6666666667,sample,NA,NA,60,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CEA1,11604.6666666667,sample,NA,NA,63,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CEA1,11237.6666666667,sample,NA,NA,53,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CEA1,11269.6666666667,sample,NA,NA,66,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CEA1,68.75,sample,NA,NA,46,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CEA1,59.25,sample,NA,NA,47,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CEA1,56.25,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CEA1,48.25,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CEA2,176.5,sample,NA,NA,36,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CEA2,204,sample,NA,NA,36,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CEA2,192,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CEA2,166,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CEA2,19087.9166666667,sample,NA,NA,39,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CEA2,19888.9166666667,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CEA2,18996.9166666667,sample,NA,NA,64,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CEA2,19202.4166666667,sample,NA,NA,50,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CEA2,25.5833333333333,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CEA2,30.5833333333333,sample,NA,NA,41,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CEA2,18.5833333333333,sample,NA,NA,69,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CEA2,20.5833333333333,sample,NA,NA,44,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CEA2,1169.16666666667,sample,NA,NA,40,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CEA2,1250.16666666667,sample,NA,NA,38,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CEA2,1204.16666666667,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CEA2,1238.16666666667,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CEA2,2334.16666666667,sample,NA,NA,45,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CEA2,2057.16666666667,sample,NA,NA,44,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CEA2,2408.16666666667,sample,NA,NA,59,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CEA2,2316.66666666667,sample,NA,NA,42,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CEA2,282.416666666667,sample,NA,NA,53,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CEA2,292.416666666667,sample,NA,NA,45,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CEA2,316.416666666667,sample,NA,NA,65,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CEA2,301.416666666667,sample,NA,NA,52,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CEA2,11318.1666666667,sample,NA,NA,54,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CEA2,11080.1666666667,sample,NA,NA,52,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CEA2,11323.6666666667,sample,NA,NA,49,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CEA2,10812.6666666667,sample,NA,NA,56,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CEA2,57.25,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CEA2,50.25,sample,NA,NA,45,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CEA2,50.25,sample,NA,NA,51,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CEA2,53.25,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CEA3,5660,sample,NA,NA,41,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CEA3,5468,sample,NA,NA,37,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CEA3,5767,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CEA3,5568,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CEA3,-7.08333333333334,sample,NA,NA,41,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CEA3,-4.08333333333334,sample,NA,NA,51,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CEA3,9.41666666666666,sample,NA,NA,38,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CEA3,6.91666666666666,sample,NA,NA,53,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CEA3,-3.41666666666667,sample,NA,NA,53,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CEA3,4.58333333333333,sample,NA,NA,44,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CEA3,8.58333333333333,sample,NA,NA,39,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CEA3,-0.916666666666671,sample,NA,NA,36,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CEA3,-48.8333333333334,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CEA3,-34.8333333333334,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CEA3,-90.8333333333334,sample,NA,NA,41,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CEA3,35.1666666666666,sample,NA,NA,38,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CEA3,18.6666666666667,sample,NA,NA,40,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CEA3,12.1666666666667,sample,NA,NA,61,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CEA3,-0.833333333333329,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CEA3,6.66666666666667,sample,NA,NA,44,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CEA3,0.416666666666664,sample,NA,NA,49,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CEA3,1.41666666666666,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CEA3,-0.583333333333336,sample,NA,NA,42,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CEA3,3.41666666666666,sample,NA,NA,38,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CEA3,-0.333333333333336,sample,NA,NA,44,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CEA3,-2.33333333333334,sample,NA,NA,45,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CEA3,4.66666666666666,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CEA3,0.666666666666664,sample,NA,NA,44,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CEA3,-3.75,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CEA3,7.25,sample,NA,NA,39,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CEA3,-3.75,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CEA3,7.25,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP1QC1,25,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP1QC1,-2,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP1QC1,-11,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP1QC1,2,sample,NA,NA,38,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP1QC1,0.416666666666664,sample,NA,NA,52,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP1QC1,10.4166666666667,sample,NA,NA,46,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP1QC1,4.91666666666666,sample,NA,NA,45,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP1QC1,5.91666666666666,sample,NA,NA,57,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP1QC1,5.58333333333333,sample,NA,NA,53,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP1QC1,-2.41666666666667,sample,NA,NA,44,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP1QC1,12.5833333333333,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP1QC1,-0.416666666666671,sample,NA,NA,62,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CRCP1QC1,-11.8333333333334,sample,NA,NA,51,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CRCP1QC1,-86.8333333333334,sample,NA,NA,57,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CRCP1QC1,76.6666666666666,sample,NA,NA,50,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CRCP1QC1,35.1666666666666,sample,NA,NA,42,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CRCP1QC1,-1.83333333333333,sample,NA,NA,44,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CRCP1QC1,18.1666666666667,sample,NA,NA,64,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CRCP1QC1,12.1666666666667,sample,NA,NA,46,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CRCP1QC1,0.166666666666671,sample,NA,NA,66,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CRCP1QC1,-2.08333333333334,sample,NA,NA,58,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CRCP1QC1,2.91666666666666,sample,NA,NA,56,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CRCP1QC1,4.41666666666666,sample,NA,NA,45,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CRCP1QC1,5.91666666666666,sample,NA,NA,54,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CRCP1QC1,1.66666666666666,sample,NA,NA,49,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CRCP1QC1,10.1666666666667,sample,NA,NA,50,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CRCP1QC1,5.66666666666666,sample,NA,NA,49,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CRCP1QC1,-1.33333333333334,sample,NA,NA,45,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CRCP1QC1,12.25,sample,NA,NA,39,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CRCP1QC1,1.25,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CRCP1QC1,14.75,sample,NA,NA,36,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CRCP1QC1,-5.75,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP1QC2,14,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP1QC2,-6,sample,NA,NA,40,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP1QC2,-4,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP1QC2,-6,sample,NA,NA,38,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP1QC2,-1.08333333333334,sample,NA,NA,51,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP1QC2,0.916666666666664,sample,NA,NA,47,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP1QC2,1.41666666666666,sample,NA,NA,56,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP1QC2,-7.08333333333334,sample,NA,NA,38,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP1QC2,2.58333333333333,sample,NA,NA,48,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP1QC2,3.08333333333333,sample,NA,NA,46,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP1QC2,-2.41666666666667,sample,NA,NA,75,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP1QC2,6.58333333333333,sample,NA,NA,62,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CRCP1QC2,12.1666666666666,sample,NA,NA,51,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CRCP1QC2,56.1666666666666,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CRCP1QC2,-119.333333333333,sample,NA,NA,54,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CRCP1QC2,-59.8333333333334,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CRCP1QC2,1.16666666666667,sample,NA,NA,55,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CRCP1QC2,2.16666666666667,sample,NA,NA,50,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CRCP1QC2,4.16666666666667,sample,NA,NA,71,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CRCP1QC2,6.16666666666667,sample,NA,NA,57,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CRCP1QC2,0.916666666666664,sample,NA,NA,40,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CRCP1QC2,-5.58333333333334,sample,NA,NA,47,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CRCP1QC2,1.91666666666666,sample,NA,NA,68,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CRCP1QC2,-1.58333333333334,sample,NA,NA,53,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CRCP1QC2,0.666666666666664,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CRCP1QC2,3.16666666666666,sample,NA,NA,40,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CRCP1QC2,3.66666666666666,sample,NA,NA,59,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CRCP1QC2,-1.33333333333334,sample,NA,NA,49,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CRCP1QC2,6.25,sample,NA,NA,39,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CRCP1QC2,-3.75,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CRCP1QC2,1.25,sample,NA,NA,57,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CRCP1QC2,6.25,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP1QC3,19,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP1QC3,-8,sample,NA,NA,37,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP1QC3,-3,sample,NA,NA,40,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP1QC3,-1,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP1QC3,7.41666666666666,sample,NA,NA,62,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP1QC3,-2.08333333333334,sample,NA,NA,51,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP1QC3,-1.58333333333334,sample,NA,NA,48,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP1QC3,3.91666666666666,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP1QC3,-6.41666666666667,sample,NA,NA,53,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP1QC3,0.583333333333329,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP1QC3,5.58333333333333,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP1QC3,2.08333333333333,sample,NA,NA,56,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CRCP1QC3,8.16666666666663,sample,NA,NA,49,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CRCP1QC3,-93.8333333333334,sample,NA,NA,57,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CRCP1QC3,-96.8333333333334,sample,NA,NA,41,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
THBS2,CRCP1QC3,-39.8333333333334,sample,NA,NA,45,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CRCP1QC3,-2.83333333333333,sample,NA,NA,55,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CRCP1QC3,14.6666666666667,sample,NA,NA,46,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CRCP1QC3,-1.83333333333333,sample,NA,NA,49,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
TNC,CRCP1QC3,5.16666666666667,sample,NA,NA,38,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CRCP1QC3,-4.58333333333334,sample,NA,NA,57,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CRCP1QC3,-4.58333333333334,sample,NA,NA,55,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CRCP1QC3,8.41666666666666,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
WFDC2,CRCP1QC3,-5.58333333333334,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CRCP1QC3,0.666666666666664,sample,NA,NA,56,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CRCP1QC3,2.66666666666666,sample,NA,NA,42,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CRCP1QC3,1.66666666666666,sample,NA,NA,49,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
cMET,CRCP1QC3,-2.33333333333334,sample,NA,NA,37,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CRCP1QC3,-1.25,sample,NA,NA,44,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CRCP1QC3,14.25,sample,NA,NA,36,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CRCP1QC3,1.25,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
uPAR,CRCP1QC3,4.25,sample,NA,NA,43,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP2QC1,33233,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP2QC1,32295,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP2QC1,33667,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
CEACAM5,CRCP2QC1,32707,sample,NA,NA,41,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP2QC1,16513.9166666667,sample,NA,NA,35,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP2QC1,15796.9166666667,sample,NA,NA,42,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP2QC1,15307.9166666667,sample,NA,NA,45,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
IL6R,CRCP2QC1,13038.4166666667,sample,NA,NA,56,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP2QC1,128.583333333333,sample,NA,NA,57,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
MIF,CRCP2QC1,117.583333333333,sample,NA,NA,42,20220322_GammaLot_QC_Panel2_Plate4_20220322_155307.csv
